protocol,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,http_packet_total,http_request_total,http_response_total,http_request_version,http_request_get_total,http_request_post_total,http_request_put_total,http_request_len_mean,http_request_len_max,http_request_len_min,http_request_len_std,http_request_len_tot,http_response_version,http_response_ok,http_response_not_ok,http_response_len_mean,http_response_len_max,http_response_len_min,http_response_len_std,http_response_len_tot,tls_packet_total,tls_packet_len_mean,tls_packet_len_max,tls_packet_len_min,tls_packet_len_std,tls_packet_len_tot,tls_handshake_total,tls_alert_total,tls_change_cipher_spec_total,tls_application_total,tls_handshake_hello_request_total,tls_handshake_client_hello_total,tls_handshake_server_hello_total,tls_handshake_hello_verify_request_total,tls_handshake_session_ticket_total,tls_handshake_hello_retry_request_total,tls_handshake_encrypted_extensions_total,tls_handshake_certificate_total,tls_handshake_server_key_exchange_total,tls_handshake_certificate_request_total,tls_handshake_server_hello_done_total,tls_handshake_certificate_verify_total,tls_handshake_client_key_exchange_total,tls_handshake_finished_total,tls_handshake_certificate_url_total,tls_handshake_certificate_status_total,tls_handshake_supplemental_datat_total,tls_handshake_key_update_total,tls_hs_ch_version,tls_hs_ch_sidlen,tls_hs_ch_cipherslen,tls_hs_ch_complen,tls_hs_sh_version,tls_hs_sh_sidlen,tls_hs_sh_cipherslen,tls_hs_sh_complen,tls_hs_ch_extlen,tunnel_traffic,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
6,4040275.0000000005,191421.12851229185,397.49769508263665,201.71894239872285,195.77875268391384,815,791,92794,680600,794.0,54.0,113.85766871165644,145.71184055525714,1514.0,60.0,860.4298356510745,681.1735670071374,1514,54,481.5653798256538,615.3192109825462,378617.7314041832,16300,15820,20,304,2517.3052959501556,154064.0,5.0,10068.26854166314,4040215.0,275261.0,11.0,4963.409090909091,18075.849183064955,4006991.0,160133.0,7.0,5072.140506329114,15084.127903759198,0,0,0,0,1,0,0,0,0,0,0,0.9705521472392638,481.5653798256538,8212,11647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1412.0,6.230769230769231,6584.518518518518,7.728395061728395,136594.6585505607,375540.7658596487,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.85766871165644,860.4298356510745,0,815,791,92794,680600
